Name##Rating##Ease of Prep##Notes##Type##Prep Time##Photo##Cookbook##Page ###Ingredients##Slowcooker##Link##Last Made##Make It Next
Jamaican Jerk Chicken##5##Average##Luke loved this one##Main Dish##30##NULL##Taste From Home##NULL##Chicken##NULL##NULL##12/8/2018##12/28/2018
Pasta Salad##3##Fairly Easy##Make night before##Salad##20##NULL##Taste From Home##NULL##"Kielbasa,Noodles"##NULL##NULL##NULL###ERROR
Lasagna##3##Fairly Easy##Make night before##Main Dish##45##NULL##Taste From Home##NULL##"Sausage,Noodles"##NULL##NULL##1/6/2019##2/22/2019
Hearty Pancakes##4##Average##Makes enough for 2 days##Breakfast##20##Image 29 April 2017 07:50 AM.jpg (https://dl.airtable.com/9S7WQfpnRKexAdJ69gTf_Image%2029%20April%202017%2007%3A50%20AM.jpg)##Taste From Home##NULL##"Milk,Eggs,Corn Meal"##NULL##NULL##NULL###ERROR
Summer Garden Couscous Salad##4##Hard##NULL##Salad##30##Image 08 May 2017 07:00 PM.jpg (https://dl.airtable.com/axstjUrrQsW0KmaMLsbu_Image%2008%20May%202017%2007%3A00%20PM.jpg)##Taste of Home##287##Vegetarian##NULL##NULL##11/18/2018##12/18/2018
Squash Corn Chowder##2##Hard##NULL##Main Dish##45##Image 08 May 2017 07:06 PM.jpg (https://dl.airtable.com/QmOvp4YhRK2CZ0uT2tHX_Image%2008%20May%202017%2007%3A06%20PM.jpg)##Taste From Home##NULL##"Vegetarian,Potatoes"##NULL##NULL##5/8/2017##7/9/2017
"White beans, tomatoes, and spinach"##3##Fairly Easy##Luke likes this one##Main Dish##30##Image 10 May 2017 07:14 PM.jpg (https://dl.airtable.com/eB7Jmc7MSAyzU4CsqdVc_Image%2010%20May%202017%2007%3A14%20PM.jpg)##Taste From Home##NULL##"Rice,Vegetarian,Beans,Eggs"##NULL##NULL##1/7/2019##2/23/2019
Spaghetti##5##Super Simple##NULL##Main Dish##15##NULL##Taste From Home##NULL##"Noodles,Marinara Sauce"##NULL##NULL##6/4/2018##6/24/2018
Scones##5##Super Simple##Make dough night before##Baking Basics##45##Image 23 June 2017 11:21 AM.jpg (https://dl.airtable.com/GAUMr6ufTuACREdey1Xg_Image%2023%20June%202017%2011%3A21%20AM.jpg)##"Pinterest,Taste of Home"##NULL##NULL##NULL##NULL##5/13/2017##6/2/2017
Pizza##5##Average##Use half whole wheat flour##Main Dish##120##Image 14 May 2017 02:11 PM.jpg (https://dl.airtable.com/Zj7GLRdSPCtgYIU4cqCA_Image%2014%20May%202017%2002%3A11%20PM.jpg)##Taste From Home##NULL##"Sausage,Cheese"##NULL##NULL##5/5/2017##5/25/2017
Stir-Fry##5##Fairly Easy##NULL##Main Dish##25##NULL##Taste of Home##4##"Chicken,Rice"##NULL##NULL##2/5/2019##2/25/2019
Rustic Italian Tortellini Soup##4##Hard##NULL##Main Dish##30##NULL##Taste of Home##62##"Sausage,Noodles,Cheese"##NULL##NULL##6/18/2017##7/18/2017
Swedish Meatballs##3##Very Difficult##NULL##Main Dish##90##NULL##Taste of Home##110##"Beef,Noodles,Eggs"##NULL##NULL##NULL###ERROR
Barley Beef Skillet##4##Super Simple##NULL##Main Dish##25##NULL##Taste of Home##114##Beef##NULL##NULL##6/12/2017##7/12/2017
Southwest Beef & Rice Skillet##5##Super Simple##NULL##Main Dish##25##Image 23 June 2017 11:22 AM.jpg (https://dl.airtable.com/SZJHXZVUTsOlVVxY3RPA_Image%2023%20June%202017%2011%3A22%20AM.jpg)##Taste of Home##115##"Beef,Rice,Beans"##NULL##NULL##7/29/2018##8/18/2018
Glazed Pork Chops with Corn Bread Dressing##4##Average##NULL##Main Dish##45##NULL##Taste of Home##129##Pork##NULL##NULL##NULL###ERROR
Fried Rice##4##Super Simple##NULL##Main Dish##20##NULL##Taste of Home##135##"Chicken,Eggs,Rice"##NULL##https://www.tasteofhome.com/recipes/mom-s-fried-rice##1/24/2019##2/23/2019
Zesty Sausage & Beans##5##Fairly Easy##NULL##Main Dish##45##NULL##Taste of Home##141##"Sausage,Beans,Rice"##checked##NULL##6/16/2017##7/6/2017
Prosciutto Pasta Toss##2##Fairly Easy##NULL##Main Dish##30##NULL##Taste of Home##146##"Noodles,Ham"##NULL##NULL##NULL###ERROR
Cashew Chicken with Noodles##5##Average##NULL##Main Dish##20##NULL##Taste of Home##175##"Noodles,Chicken"##NULL##NULL##NULL###ERROR
Herb Chicken with Honey Butter##3##Average##NULL##Main Dish##30##Image 23 May 2017 05:26 PM.jpg (https://dl.airtable.com/pU7EugRQvGCCSJCasnyg_Image%2023%20May%202017%2005%3A26%20PM.jpg)##Taste of Home##176##Chicken##NULL##NULL##5/23/2017##7/9/2017
French Toast##4##Super Simple##NULL##Breakfast##10##NULL##Taste of Home##245##Eggs##NULL##NULL##NULL###ERROR
Swedish Pancakes##4##Fairly Easy##NULL##Breakfast##20##NULL##Taste of Home##245##"Milk,Eggs"##NULL##NULL##NULL###ERROR
Baked Cheddar Eggs & Potatoes##5##Fairly Easy##Add bacon##Main Dish##45##Image 20 May 2017 07:52 PM.jpg (https://dl.airtable.com/3pBhVGRPTuurNiCYESls_Image%2020%20May%202017%2007%3A52%20PM.jpg)##Taste of Home##277##"Potatoes,Bacon,Cheese,Eggs"##NULL##NULL##11/24/2018##12/14/2018
Baked Mostaccioli##5##Super Simple##NULL##Main Dish##90##NULL##Taste of Home##284##"Noodles,Marinara Sauce,Cheese,Sausage"##NULL##NULL##NULL###ERROR
Ravioli with Snap Peas##4##Hard##NULL##Main Dish##40##NULL##Taste of Home##286##"Noodles,Milk,Cheese"##NULL##NULL##7/23/2018##8/22/2018
Cloverleaf Rolls##3##Fairly Easy##NULL##Side Dish##30##NULL##Taste From Home##NULL##Milk##NULL##NULL##NULL###ERROR
Greek Yogurt and Honey Blueberry Muffins##4##Average##NULL##Breakfast##30##NULL##Taste From Home##NULL##"Eggs,Milk"##NULL##NULL##NULL###ERROR
Whole Grain Waffles##5##Super Simple##NULL##Breakfast##25##NULL##Taste From Home##NULL##"Eggs,Milk"##NULL##NULL##NULL###ERROR
Lemon Bars##3##Fairly Easy##NULL##Dessert##60##NULL##Taste From Home##NULL##NULL##NULL##NULL##NULL###ERROR
Qahaq Cookies##2##Average##NULL##Dessert##30##NULL##Taste From Home##NULL##NULL##NULL##NULL##NULL###ERROR
Blondies with Nutella##2##Hard##NULL##Dessert##90##NULL##Taste From Home##NULL##NULL##NULL##NULL##NULL###ERROR
Hot Chocolate##5##Super Simple##NULL##Dessert##10##NULL##Taste From Home##NULL##Milk##NULL##NULL##NULL###ERROR
Chocolate Mousse##4##Hard##Whisk on stove until thick##Dessert##30##Image 23 June 2017 10:40 AM.jpg (https://dl.airtable.com/p1aWENpoQdSnDXzNjHvP_Image%2023%20June%202017%2010%3A40%20AM.jpg)##Taste From Home##NULL##Eggs##NULL##NULL##NULL###ERROR
S'mores Cookie Bars##4##Hard##NULL##Dessert##45##NULL##Taste From Home##NULL##NULL##NULL##NULL##NULL###ERROR
Orange Chicken##4##Fairly Easy##NULL##Main Dish##40##NULL##Taste From Home##NULL##"Chicken,Rice"##NULL##NULL##NULL###ERROR
Tostadas##3##Super Simple##NULL##Main Dish##20##NULL##Taste From Home##NULL##"Chicken,Cheese"##NULL##NULL##NULL###ERROR
Black Bean Stuffed Sweet Potatoes##1##Fairly Easy##NULL##Main Dish##20##NULL##Taste From Home##NULL##"Beans,Cheese"##NULL##NULL##NULL###ERROR
Asian Shredded Beef##5##Super Simple##NULL##Main Dish##30##Image 23 June 2017 11:19 AM.jpg (https://dl.airtable.com/k2Wgo6RTjKfUBiyeUXMJ_Image%2023%20June%202017%2011%3A19%20AM.jpg)##Taste From Home##NULL##"Beef,Noodles"##checked##NULL##NULL###ERROR
"Capellini with sausage, spinach, and jalapeno"##4##Fairly Easy##NULL##Main Dish##40##NULL##Taste From Home##NULL##"Sausage,Noodles"##NULL##NULL##10/8/2018##11/7/2018
Crispy Chicken with Kale##2##Fairly Easy##NULL##Main Dish##45##NULL##Taste From Home##NULL##Chicken##NULL##NULL##NULL###ERROR
Roast Chicken Grain Bowl##1##Average##NULL##Main Dish##60##NULL##Taste From Home##NULL##Chicken##NULL##NULL##NULL###ERROR
Chicken thighs with barley and peas##2##Fairly Easy##NULL##Main Dish##60##NULL##Taste From Home##NULL##Chicken##NULL##NULL##12/27/2018##2/27/2019
Rice noodles with meatballs and bok choy##4##Hard##NULL##Main Dish##45##NULL##Taste From Home##NULL##"Beef,Noodles"##NULL##NULL##NULL###ERROR
Paprika Pork with Roasted Potatoes and Dill Cream##3##Fairly Easy##NULL##Main Dish##60##NULL##Taste From Home##NULL##"Pork,Potatoes"##NULL##NULL##NULL###ERROR
Chicken cutlets with carrot and kale salad##3##Average##NULL##Main Dish##30##NULL##Taste From Home##NULL##Chicken##NULL##NULL##NULL###ERROR
Gnocchi and sweet potatoes##3##Fairly Easy##NULL##Main Dish##20##NULL##Taste From Home##NULL##NULL##NULL##NULL##NULL###ERROR
Shepherd's Pie##4##Hard##NULL##Main Dish##60##NULL##Taste From Home##NULL##"Beef,Potatoes"##NULL##NULL##NULL###ERROR
Garlic Parmesan Chicken##2##Super Simple##NULL##Main Dish##45##NULL##Taste From Home##NULL##"Chicken,Rice"##NULL##NULL##NULL###ERROR
Turkey Pot Pie##3##Fairly Easy##NULL##Main Dish##60##NULL##Taste From Home##NULL##Turkey##NULL##NULL##NULL###ERROR
Balsamic Bacon Brussels Sprouts##3##Fairly Easy##NULL##Side Dish##40##NULL##Taste From Home##NULL##Bacon##NULL##NULL##11/10/2018##12/27/2018
Lemon Red Potatoes##2##Super Simple##NULL##Side Dish##150##NULL##Taste From Home##NULL##Potatoes##NULL##NULL##NULL###ERROR
Potato and Corn Chowder##3##Super Simple##NULL##Main Dish##20##NULL##Taste From Home##NULL##"Potatoes,Milk,Cheese"##NULL##NULL##NULL###ERROR
Thai Chicken##5##Super Simple##NULL##Main Dish##30##Image 22 May 2017 06:55 PM.jpg (https://dl.airtable.com/Z63XVsqQauq6CwpajKyU_Image%2022%20May%202017%2006%3A55%20PM.jpg)##NULL##NULL##"Chicken,Noodles,Eggs"##NULL##NULL##5/22/2017##6/11/2017
Italian Fagoli Vegetable Soup##4##Fairly Easy##I added pasta to make it heartier##Main Dish##45##Image 30 May 2017 05:01 PM.jpg (https://dl.airtable.com/fFFAvThIQ3mw2rGZgCHQ_Image%2030%20May%202017%2005%3A01%20PM.jpg)##Taste From Home##NULL##"Vegetarian,Beans,Noodles"##NULL##NULL##5/30/2017##6/29/2017
Blueberry Pie##5##Fairly Easy##NULL##Dessert##120##Image 23 June 2017 10:41 AM.jpg (https://dl.airtable.com/qOvtiooJSb6M79W8NpRX_Image%2023%20June%202017%2010%3A41%20AM.jpg)##NULL##NULL##NULL##NULL##NULL##6/19/2017##7/9/2017
Chocolate Pudding##4##Fairly Easy##NULL##Dessert##30##NULL##NULL##NULL##NULL##NULL##NULL##6/21/2017##7/21/2017
Browned Butter Beets##5##Hard##Roast longer than you think##Side Dish##120##Image 23 June 2017 10:46 AM.jpg (https://dl.airtable.com/KPkN6yIYTJSoddFk1mYZ_Image%2023%20June%202017%2010%3A46%20AM.jpg)##Taste From Home##NULL##"Beets,Breadcrumbs"##NULL##NULL##6/4/2017##6/24/2017
Turkey Soup with Homemade Noodles##4##Average##NULL##Main Dish##120##Image 23 June 2017 11:22 AM.jpg (https://dl.airtable.com/Eavm8k3PT6aHMto31leA_Image%2023%20June%202017%2011%3A22%20AM.jpg)##NULL##NULL##"Turkey,Noodles"##NULL##NULL##11/17/2016##12/17/2016
Home fries##5##Super Simple##NULL##Side Dish##45##Image 23 June 2017 11:27 AM.jpg (https://dl.airtable.com/XENllMA5SviZpU4UPHQY_Image%2023%20June%202017%2011%3A27%20AM.jpg)##NULL##NULL##Potatoes##NULL##NULL##NULL###ERROR
Chocolate Raspberry Torte##5##Hard##So good##Dessert##60##Image 23 June 2017 11:28 AM.jpg (https://dl.airtable.com/MzknuKyYTUS2b1j6p0eF_Image%2023%20June%202017%2011%3A28%20AM.jpg)##NULL##NULL##"Eggs,Milk"##NULL##NULL##10/11/2016##10/31/2016
Golden Latte##5##Super Simple##NULL##Drink##20##Image 23 June 2017 11:31 AM.jpg (https://dl.airtable.com/nycMbcA3SNGdSRZrKmRP_Image%2023%20June%202017%2011%3A31%20AM.jpg)##Taste of Home##NULL##Milk##NULL##NULL##NULL###ERROR
Fig Shake##4##Fairly Easy##NULL##Drink##10##Image 25 June 2017 10:12 AM.jpg (https://dl.airtable.com/qRrXQ9R5QiC0xXb36vVQ_Image%2025%20June%202017%2010%3A12%20AM.jpg)##NULL##NULL##Milk##NULL##NULL##NULL###ERROR
Lentil Soup##3##Average##Double it next time##Main Dish##60##NULL##Pinterest##NULL##"Lentils,Vegetarian,Carrots,Onion"##NULL##http://www.recipetineats.com/lentil-soup/##8/27/2017##10/13/2017
Buckwheat Tabboulah##1##Super Simple##Use more buckwheat##Main Dish##30##NULL##Pinterest##NULL##"Buckwheat,Vegetarian,Carrots,Onion"##NULL##http://rawmanda.com/buckwheat-tabbouleh/##8/26/2017##11/7/2017
Lentil Rice Bowls with Egg##4##Fairly Easy##Add rice in after 15 minutes and use more water##Main Dish##60##IMG_20170828_182603.jpg (https://dl.airtable.com/E1ucx7U7QtefBIVBGnAz_IMG_20170828_182603.jpg)##Pinterest##NULL##"Rice,Lentils,Onion"##NULL##https://www.thekitchn.com/recipe-brown-rice-bowl-with-lentils-caramelized-onions-fried-egg-223112##1/5/2019##2/4/2019
